ID,Expression,SUCCESS,TIME,Expression_Details
sogn_d_50_53_100,(2*x1-1/x1**2)/x2,0,1.424252748,"div,add,sub,x1,add,x2,sub,add,sub,div,x2,mul,x1,mul,x1,x2,x1,x2,x2,x2,x2"
sogn_d_50_54_100,zoo*x2*(x1+2*x2),0,1.403187752,"div,mul,mul,x2,div,add,x2,add,x1,x2,sub,x1,x1,x1,x1"
sogn_d_50_55_100,x1**2/x2,0,1.385722399,"mul,x1,mul,div,x1,div,mul,x1,mul,x2,x1,sub,x1,sub,x2,x2,x1"
sogn_d_50_56_100,x1/(x1+x2),0,1.898039341,"div,x1,sub,x1,sub,mul,mul,sub,x1,x1,add,sub,add,x2,x2,mul,x2,x1,x2,x1,x2"
sogn_d_50_57_100,1/(x1*(x1+2*x2)),0,1.41169858,"div,mul,div,x1,x2,div,div,x2,x1,add,add,x1,x2,x2,x1"
sogn_d_50_58_100,x1/(-x1*(-x1+x2**2)+x2),0,1.370125055,"div,mul,div,add,x2,sub,x1,x2,sub,x2,mul,x1,sub,mul,x2,x2,x1,x1,x1"
sogn_d_50_59_100,x1**2/(x1*x2+x1*(x2*(x1+x2)+x2)),0,1.38137269,"mul,x1,div,x1,add,mul,x1,x2,mul,x1,add,x2,mul,add,x2,x1,x2"
sogn_d_50_60_100,x2/x1**4,0,1.319889545,"div,x2,mul,x1,mul,mul,x1,x1,x1"
sogn_d_50_61_100,x1/x2-1/(-x1+x2),0,1.38629508,"sub,div,x1,x2,add,mul,x1,sub,x2,x2,div,mul,div,div,x2,sub,x2,x1,x2,x2,x2"
sogn_d_50_62_100,x2,0,1.412129164,"mul,x2,div,mul,x2,div,x1,x2,x1"
sogn_d_50_63_100,x2/(2*x2+1),0,1.36626029,"div,x2,add,mul,add,x2,sub,add,x1,x2,x1,div,x1,x1,div,x2,x2"
sogn_d_50_64_100,x1/(x1**2+x2/x1**3),0,1.406618834,"div,x1,add,mul,x1,x1,mul,div,div,div,div,x2,x1,x1,x1,x1,x1"
sogn_d_50_65_100,x2**2/(x1+(x1-x2)/x1),0,1.431265354,"div,x2,div,add,div,x1,mul,div,x1,sub,sub,add,x2,x1,x2,x2,x1,x1,x2"
sogn_d_50_66_100,-1/(x1**3*x2),0,1.54151535,"div,div,sub,x2,add,x2,div,x2,x1,x2,mul,x1,mul,x2,x1"
sogn_d_50_67_100,1/x1,0,1.326966763,"div,x2,mul,x2,add,sub,x2,x2,x1"
sogn_d_50_68_100,x1/(3*x1+x2),0,1.406330824,"div,x1,add,x1,add,x2,div,mul,x2,add,x1,mul,div,x2,x2,x1,x2"
sogn_d_50_69_100,zoo*x2,0,1.377249002,"div,x2,div,sub,x1,x1,add,x2,sub,x2,div,x2,add,x2,x1"
sogn_d_50_70_100,(2*x1+x2)*(-x1-x2+1)/x2,0,1.387867212,"div,x2,mul,div,div,x2,add,add,x1,x2,x1,sub,sub,div,x1,x1,x1,x2,x2"
sogn_d_50_71_100,x1*x2*(x1*x2-x1/x2)/(x1+x2),0,1.534142256,"mul,mul,x2,div,x1,add,x2,x1,sub,mul,x2,x1,div,x1,x2"
sogn_d_50_72_100,0,0,1.556211472,"sub,x2,sub,x1,add,x1,sub,mul,x2,add,sub,x1,add,x1,x2,x2,x2"
sogn_d_50_73_100,x1/(x2*(x1**2/x2-x2)),0,1.436011076,"div,div,x1,x2,add,sub,sub,div,mul,x1,x1,x2,x1,x2,x1"
sogn_d_50_74_100,x2*(-x1*x2*(2*x1+x2)/(x1-x2)+x2)/x1,0,1.326311827,"div,x2,div,x1,sub,x2,div,mul,x2,mul,add,x2,add,x1,x1,x1,sub,x1,x2"
sogn_d_50_75_100,-x1/x2**2,0,1.558293819,"div,x1,sub,sub,x2,x2,mul,x2,x2"
sogn_d_50_76_100,x2*(-x1*x2+x1)/x1,0,1.415994883,"div,x2,div,x1,sub,x1,mul,x2,x1"
sogn_d_50_77_100,2*x2**4/x1**2,0,1.377488136,"mul,x2,mul,div,add,x2,x2,div,div,x1,x2,x2,div,x2,mul,x2,x1"
sogn_d_50_78_100,0,0,1.393243551,"div,x2,mul,x2,div,x2,sub,mul,div,x2,x2,x1,x1"
sogn_d_50_79_100,0,0,1.417633772,"mul,x1,add,x2,sub,mul,mul,x2,x2,sub,x1,x1,x2"
sogn_d_50_80_100,1/(-x1**2*x2*(x2-x2/x1)+x1-x2),0,1.427465439,"div,div,x1,x1,sub,x1,add,mul,mul,x1,mul,sub,x2,div,x2,x1,x1,x2,x2"
sogn_d_50_81_100,zoo*x1,0,1.336821079,"div,x1,div,sub,x1,x1,add,x1,x1"
sogn_d_50_82_100,x2/(x1*x2*(3*x1-x2/(x1*(x1+1)))-x1),0,1.404320955,"div,x2,sub,mul,x2,mul,x1,add,sub,x1,sub,div,x2,mul,add,div,x1,x1,x1,x1,x1,x1,x1"
sogn_d_50_83_100,x1*(-x2+1)/x2**2,0,1.455210686,"div,sub,div,x1,x1,x2,mul,div,x2,x1,x2"
sogn_d_50_84_100,0,0,1.412440062,"div,x2,div,mul,x1,div,x2,add,x1,x2,sub,x2,x2"
sogn_d_50_85_100,1/x2,0,1.402853966,"div,x1,mul,x1,add,x2,sub,x1,x1"
sogn_d_50_86_100,0,0,1.430981159,"mul,mul,add,div,x2,x2,x1,x1,mul,div,sub,x1,x1,x2,x1"
sogn_d_50_87_100,zoo*x1**2*x2,0,1.41017127,"div,mul,mul,div,x2,sub,x1,x1,x1,mul,sub,x1,add,sub,sub,x2,x2,x1,x1,x2,x2"
sogn_d_50_88_100,x1**3/(x2*(x1+x2)),0,1.459682226,"mul,x1,div,x1,div,mul,x2,add,x1,x2,x1"
sogn_d_50_89_100,zoo*x2/x1,0,1.337804317,"div,div,x2,x1,mul,div,sub,x2,x2,div,x2,div,x2,div,x1,x1,x2"
sogn_d_50_90_100,x2/(-x1**2*x2+x1-x2),0,1.426795483,"div,x2,sub,add,sub,x1,add,mul,mul,x1,x1,x2,add,sub,x2,x2,x2,x1,x1"
sogn_d_50_91_100,1/(x2*(x1**2-2*x2+1)),0,1.426903009,"div,x1,mul,mul,sub,add,sub,sub,x1,x2,x2,add,div,x2,x2,mul,x1,x1,x1,x1,x2"
sogn_d_50_92_100,x1**3/(x2*(-x1-x2)),0,1.41926074,"div,x1,mul,x2,div,div,sub,sub,div,mul,sub,x1,sub,x1,sub,x2,x2,x2,x1,x2,x1,x1,x1"
sogn_d_50_93_100,0,0,1.41221571,"mul,div,x1,add,x2,x1,mul,sub,x2,x2,div,div,add,mul,x1,x1,x1,x2,x2"
